name,name_norm,partido,pacto,tbip,tbip_raw,sigma_x,ci_low,ci_high,rank_tbip,interventions,nominate_1d,nominate_z,nominate_general_1d,tbip_z,divergencia,abs_divergencia,clasificacion,caso_incierto,n_votos,rank_nominate
Andrés Jouannet Valderrama,andres jouannet valderrama,AMA,Demócratas + Amarillos,0.261187,-0.307689,0.032296,0.197887,0.324487,36,[],0.092804,0.290905,-0.286982,0.673539,0.382635,0.382635,Mas extremo/a en discurso que en votacion tematica,False,129,32
Agustín Romero Leiva,agustin romero leiva,PREP,Republicanos,0.266264,-0.312765,0.023034,0.221117,0.311411,37,[],0.998418,2.617215,0.605007,0.686631,-1.930584,1.930584,Mas moderado/a en discurso que en votacion tematica,False,151,48
Jaime Mulet Martínez,jaime mulet martinez,FRVS,PC + FRVS + AH,0.267296,-0.313797,0.023169,0.221884,0.312707,38,[],-0.138102,-0.302237,-0.609769,0.689292,0.99153,0.99153,Mas extremo/a en discurso que en votacion tematica,False,191,27
Frank Sauerbaum Muñoz,frank sauerbaum munoz,RN,Chile Vamos,0.278654,-0.325156,0.017703,0.243957,0.313351,39,"[{'fecha': '2025-11-03', 'polo': 'positivo', 'text': 'en mi calidad de diputado informante de la Comisión de Trabajo y Seguridad Social, me ha correspondido informar ante ustedes sobre el proyecto de ley del epígrafe, en primer trámite reglamentario y constitucional, iniciado en mociones refundidas, contenidas en los boletines Nos 14670-13, 16755-13, 16756-13, 16757-13, 16759-13 y 16760-13, sin urgencia. Las iniciativas refundidas tuvieron su origen en mociones de distintas diputadas y diputados....'}, {'fecha': '2025-10-01', 'polo': 'positivo', 'text': 'en nombre de la Comisión de Hacienda, paso a informar, en lo referido a su incidencia presupuestaria, el proyecto, en primer trámite constitucional, iniciado en mensaje de su excelencia el Presidente de la República, que crea un nuevo sistema de subsidio unificado al empleo. Concurrieron, en representación del Ejecutivo, a presentar el proyecto el ministro del Trabajo y Previsión Social, señor Giorgio Boccardo, y el jefe de su Subdepartamento ...'}, {'fecha': '2025-06-18', 'polo': 'positivo', 'text': 'En discusión el informe. la Comisión Mixta se reunió para zanjar las diferencias surgidas entre el Senado y la Cámara de Diputadas y Diputados, que, básicamente, se referían a la eliminación del artículo 12 y del artículo primero transitorio, por parte del Senado, y que la Cámara de Diputados rechazó. Lo anterior tiene relación con la cuota del 40 por ciento de los recursos del Fondo de Formación Sindical y Relaciones Laborales Colaborativas y...'}]",0.296177,0.813323,0.151774,0.718583,-0.09474,0.09474,Alta coincidencia texto-voto,False,181,39
Joanna Pérez Olea,joanna perez olea,DC,Independientes,0.288856,-0.335358,0.028239,0.233508,0.344204,40,"[{'fecha': '2024-12-11', 'polo': 'positivo', 'text': 'por su intermedio saludo a los representantes de los gremios de los funcionarios públicos presentes en las tribunas y a quienes siguen a través de la televisión esta discusión tan esperada por quienes trabajan en cada una de las áreas de los servicios públicos. También saludo a los ministros de Hacienda y de Agricultura, y a la subsecretaria. Creo que el reajuste, pese a nuestras escuálidas arcas, responde también a una voluntad: a la voluntad...'}, {'fecha': '2024-11-14', 'polo': 'positivo', 'text': 'esta partida es muy importante, especialmente para nuestra zona, porque también aquí están los programas de empleo. Por eso, quiero que el gobierno se refiera a esta partida en cuanto a que nos garantice que están considerando los petitorios que han hecho los trabajadores, que han discutido además con la ministradel Trabajo y Previsión Social, señora Jeannette Jara, como, asimismo, los beneficios que se otorgan a las familias, porque hay algun...'}, {'fecha': '2024-06-11', 'polo': 'positivo', 'text': 'en primer lugar, quiero solidarizar y hacer un llamado a todos y a todas quienes representamos a las zonas afectadas por el frente de mal tiempo en Arauco y Biobío, porque, en este minuto, hay personas que lo están pasando muy mal y que han sido sacadas de sus hogares para su resguardo. En relación con el proyecto, si bien estoy totalmente de acuerdo con tener una mirada especial en materia de empleo juvenil, también creo que hay que tener en ...'}]",0.066172,0.222494,-0.260634,0.744891,0.522397,0.522397,Mas extremo/a en discurso que en votacion tematica,False,138,31
René Alinco Bustos,rene alinco bustos,IND,Independientes,0.339653,-0.386155,0.025317,0.290032,0.389275,41,"[{'fecha': '2025-10-01', 'polo': 'positivo', 'text': 'voy a aprobar este proyecto, pero como siempre sucede acá, este no es un proyecto que signifique una solución estructural o una solución de fondo para los trabajadores y trabajadoras de Chile. Es más de lo mismo, un subsidio. ¿Quiénes pagan el subsidio? Los propios trabajadores, los profesionales, los técnicos y los campesinos. Ellos son quienes pagan el subsidio. Por lo tanto, si bien este subsidio va a servir, no es una solución definitiva. ...'}, {'fecha': '2025-05-14', 'polo': 'positivo', 'text': 'el trabajo dignifica, sin lugar a dudas, pero el trabajo dignifica más cuando el obrero, el trabajador, recibe un salario justo. Eso es lo que tiene que venir junto con la democracia. Lamentablemente, el poder adquisitivo de los chilenos -me refiero a los chilenos de “a pie”, a los trabajadores y trabajadoras- ha disminuido. Por una parte, el gobierno de Gabriel Boric aumenta el salario, pero, por otra, castiga cruelmente a nuestro pueblo. Rep...'}, {'fecha': '2025-04-14', 'polo': 'positivo', 'text': 'creo firmemente en la modernización del Estado, porque es necesaria para enfrentar los nuevos tiempos, pero también creo que las instituciones no deben perder sus facultades. Es por eso que, con mi voto, apoyaré este proyecto, el cual se discutió profundamente en la Comisión de Agricultura. También creo que es necesario, por una parte, conservar la historia de nuestro país a través de nuestras instituciones. Por eso, a veces me choca un poco q...'}]",-0.041206,-0.053336,-0.540823,0.875885,0.929221,0.929221,Mas extremo/a en discurso que en votacion tematica,False,190,30
Miguel Mellado Suazo,miguel mellado suazo,RN,Chile Vamos,0.404751,-0.451253,0.024526,0.356681,0.452821,42,"[{'fecha': '2025-06-09', 'polo': 'positivo', 'text': 'qué más quisiéramos que el sueldo mínimo fuera mucho más alto, como quiere ahora la CUT y otros, de 700.000 pesos o de 1 millón de pesos, pero la verdad es que la economía está bastante débil para hacerlo. Cuando se suben los sueldos mínimos, las que crujen son las pymes, y si se aumenta el sueldo mínimo y se da un subsidio para que la pyme pueda pagarlo, quiere decir que el mercado no funciona y no se está pagando el trabajo como corresponde....'}, {'fecha': '2024-12-11', 'polo': 'positivo', 'text': 'Muchas gracias, diputado. por su intermedio felicito a los dirigentes de la ANEF y a las demás organizaciones que hacen su trabajo durante el año para llegar a este momento. Sin embargo, les pido que no dejen a nadie fuera, porque este año la Tesorería fue excluida de esta negociación, a pesar de que esos funcionarios públicos también son importantes. El 3 por ciento que se va a pagar en diciembre, el 1,2 por ciento en enero y el 0,6 por cient...'}, {'fecha': '2024-06-19', 'polo': 'positivo', 'text': 'primero, quiero decir que vamos a aprobar este proyecto. Además, deseo hacer un reconocimiento a una gran dirigenta nacional de los APR en la Región de La Araucanía y a nivel nacional, Yorki Riquelme, porque trabaja incansablemente por sus asociados. Pero quiero dejar para la historia de la ley lo siguiente. Lo que dice el proyecto, en cuanto a que los dirigentes de APR “estarán facultados para acudir a resolver las emergencias que amenacen co...'}]",0.308201,0.844208,0.170361,1.043757,0.199549,0.199549,Alta coincidencia texto-voto,False,182,42
Luis Sánchez Ossa,luis sanchez ossa,PREP,Republicanos,0.463001,-0.509503,0.02607,0.411903,0.514099,43,"[{'fecha': '2025-07-22', 'polo': 'positivo', 'text': 'me parece bastante bien que el gobierno esté preocupado de las situaciones laborales de las mujeres. Lo que me sorprende con este proyecto de ley es que estemos discutiendo sobre las situaciones laborales de las mujeres que están en las mejores posiciones -podríamos decir dentro del mundo de las empresas. ¿Por qué no estamos hablando de las mujeres que caen dentro del 10 por ciento de desempleo que ha provocado este gobierno, con los principal...'}, {'fecha': '2025-05-14', 'polo': 'positivo', 'text': 'el diputado Venegas decía recién que hay cerca de un millón de trabajadores que reciben el sueldo mínimo. Eso es una foto del desastre económico, humano, social y material que hoy está viviendo Chile. Voy a dar solo algunas cifras. El 27 por ciento de los trabajadores en Chile hoy son informales, el 8,4 por ciento del país está cesante, el crecimiento en 2024 estuvo bajo el promedio mundial. Perú, Brasil y República Dominicana crecieron más qu...'}, {'fecha': '2025-05-06', 'polo': 'positivo', 'text': 'no pongo en duda la buena intención de los colegas que han presentado este proyecto de ley, pero quiero hacer un poquito de historia, porque creo que puedo aportar un dato relevante. En 2013, cuando se tramitó la norma que aquí se quiere modificar, el artículo 64 del Código del Trabajo, yo estaba en el Congreso Nacional; en esa época era asesor. En ese momento, respecto de ese proyecto de ley que establecía la modificación del artículo 64 -may...'}]",0.945643,2.481647,0.608356,1.19397,-1.287677,1.287677,Mas moderado/a en discurso que en votacion tematica,False,151,47
Johannes Kaiser Barents-Von Hohenhagen,johannes kaiser barents von hohenhagen,PNL,Independientes,0.485489,-0.531991,0.02234,0.441704,0.529275,44,"[{'fecha': '2025-08-13', 'polo': 'positivo', 'text': 'Para hablar en contra, tiene la palabra, hasta por cinco minutos, el diputado Johannes Kaiser. nadie desconoce la tremenda labor que realizan los dirigentes sociales, presidentes de juntas de vecinos, dirigentes de clubes deportivos, etcétera, etcétera. En nuestra sociedad es la columna vertebral de la sociedad civil, sin duda, pero aquí están mezclando dos cosas que no debiesen ser mezcladas: una es la actividad voluntaria como dirigente soci...'}, {'fecha': '2025-07-02', 'polo': 'positivo', 'text': 'En el tiempo restante para impugnar, tiene la palabra el diputado el diputado Johannes Kaiser. interesante como hablan de libertad sindical, cuando proponen el corporativismo. Por lo demás, ni siquiera copiándolo como corresponde, que sería con intervención estatal en las negociaciones, porque si quiere copiar al sistema alemán, cópielo completo, no solamente parcialmente. En este caso específico sabemos qué es lo que quieren. Lo que quieren e...'}, {'fecha': '2025-01-29', 'polo': 'positivo', 'text': 'muchas vueltas de carnero para explicar por qué un reparto no es un reparto y por qué los trabajadores tienen que entregarle un préstamo al fisco. Es decir, aquellas personas que tienen menos recursos tienen que prestarle a un animal que nunca está satisfecho, como es el Estado de Chile. Ahora, les voy a recordar una cosa. Al principio de la tramitación de esta reforma, hubo un encuentro en la casa del señor Zalaquett, donde estuvo Larraín Via...'}]",0.813134,2.141263,0.618082,1.251961,-0.889302,0.889302,Mas moderado/a en discurso que en votacion tematica,False,154,46
Diego Ibáñez Cotroneo,diego ibanez cotroneo,PCS,Frente Amplio,0.49007,-0.536571,0.019874,0.451116,0.529023,45,"[{'fecha': '2025-12-10', 'polo': 'positivo', 'text': 'en esta Sala hay niños, niñas, personas mayores y personas en situación de discapacidad, y ninguna de ellas podría estar acá si en algún momento alguien no se hubiera hecho cargo y las hubiese cuidado. Me refiero a los niños, a las personas en situación de dependencia y a las personas mayores. ¿Por qué digo esto? Porque el rasgo mínimo civilizatorio de una sociedad, lo que nos constituye como sociedad, es el cuidado y la solidaridad. Este proy...'}, {'fecha': '2025-10-01', 'polo': 'positivo', 'text': 'por su intermedio, saludo al ministro del Trabajo y Previsión Social, señor Giorgio Boccardo. Este es quizás uno de los principales proyectos que comenzó a gestionar desde que es ministro. Así, lo felicito por la transversalidad que ha construido en la Comisión de Hacienda y en la de Trabajo. Dicho eso, hoy día efectivamente falta empleo, falta producir trabajo en Chile y la cesantía no es culpa de los derechos laborales, no es culpa de las cu...'}, {'fecha': '2025-09-29', 'polo': 'positivo', 'text': 'venimos tramitando este proyecto de ley hace un par de meses a propósito de su presentación por parte de muchos colegas de la Comisión de Salud, fundamentalmente el diputado Hernán Palma. Hoy el Código del Trabajo tiene establecidos dos permisos: el permiso para el examen de próstata y el permiso para el examen de mamas. Son permisos de medio día, pero el problema que surge cuando se abordan, según señalaba el Colegio Médico, es que muchos de ...'}]",-0.334374,-0.806415,-0.807709,1.263773,2.070189,2.070189,Mas extremo/a en discurso que en votacion tematica,False,185,11
Cristián Tapia Ramos,cristian tapia ramos,IND,Independientes,0.670331,-0.716832,0.013577,0.643719,0.696942,46,"[{'fecha': '2025-10-13', 'polo': 'positivo', 'text': 'en primer lugar, mi respeto para los parlamentarios y parlamentarias que han trabajado por tanto tiempo en hacer la presentación de este proyecto. No me cabe duda de que han sido muy responsables. Lo digo, porque nosotros no podemos desviar la atención y la mirada de un equipo de trabajo compuesto no solo por los parlamentarios, sino también por muchos asesores. Sin duda, las nuevas tecnologías y la inteligencia artificial han llegado para que...'}, {'fecha': '2025-10-07', 'polo': 'positivo', 'text': 'en primer lugar, quiero saludar a los artesanos y a las artesanas de mi país, a los que se encuentran en las tribunas y, especialmente, a los de la querida Región de Atacama, a la cual represento. Sin lugar a dudas, esta es una gran deuda que tiene nuestra sociedad con los artesanos, esos artesanos de manos nobles, esos artesanos y artesanas con un tremendo talento. Creo que ninguno de los que estamos acá podría hacer ese trabajo. Cuando recor...'}, {'fecha': '2025-10-01', 'polo': 'positivo', 'text': 'Ha concluido su tiempo, diputada. en primer lugar, saludo al ministro Giorgio Boccardo; le agradezco que esté acá, así como su preocupación por los trabajadores y trabajadoras. Con este proyecto de ley, que crea un nuevo sistema unificado de subsidios al empleo, el Estado va una vez más al rescate de gente que no tiene trabajo. El dolor más grande que siento se debe a que en la Región de Atacama tenemos un 9,3 por ciento de desempleo; en la pr...'}]",-0.385529,-0.937819,-0.574706,1.728623,2.666443,2.666443,Mas extremo/a en discurso que en votacion tematica,False,170,5
Sergio Bobadilla Muñoz,sergio bobadilla munoz,UDI,Chile Vamos,0.80275,-0.849252,0.024476,0.754778,0.850722,47,"[{'fecha': '2025-10-01', 'polo': 'positivo', 'text': 'no iba a intervenir, pero decidí hacerlo porque este es un tema tremendamente importante y deseo establecer algunas consideraciones. Por cierto, esta iniciativa puede ser parte de la solución al grave problema de desempleo. La Región del Biobío, donde se encuentra el distrito que represento en esta Cámara, sistemáticamente ha estado dentro de las regiones con más alto desempleo. La cifra alcanza el 9,9 por ciento total, lo cual se desglosa en ...'}, {'fecha': '2025-05-05', 'polo': 'positivo', 'text': 'que el Partido Comunista esté a favor de este proyecto lo encuentro muy, pero muy sospechoso. Un partido que dice defender los derechos de los trabajadores está de acuerdo con una iniciativa de este gobierno que pretende meter la mano al bolsillo a los trabajadores más sacrificados y vulnerables de nuestro país. A los trabajadores que llevan alimento fresco a los hogares también más vulnerables de nuestro país los quieren castigar diciéndoles:...'}, {'fecha': '2025-04-08', 'polo': 'positivo', 'text': 'mis primeras palabras son para saludar a connotados dirigentes de la Región del Biobío. Saludo a Nibaldo Cerpa, Rosa Gatica, Marcos López y Jazmina Burgos, una tremenda dirigenta de la Región del Biobío. Quiero saludar también a alguien no menos importante: a Paola Huenchuman. Ambas son verdaderas guerreras de los feriantes de la Región del Biobío. por su intermedio quiero preguntarle al ministro, quien dijo que este proyecto fue trabajado con...'}]",0.564952,1.503741,0.32734,2.070101,0.566361,0.566361,Mas extremo/a en discurso que en votacion tematica,False,168,44
Leonidas Romero Sáez,leonidas romero saez,RN,Independientes,1.08684,-1.133342,0.021692,1.044324,1.129356,48,"[{'fecha': '2025-10-01', 'polo': 'positivo', 'text': 'los temas de trabajo, salud, educación, seguridad y recursos son la herencia que, desgraciadamente, nos va a dejar este gobierno para el próximo. Estamos hablando de trabajo. Va a parecer contradictorio lo que voy a decir, pero quiero saludar, felicitar y agradecer al ministro que se encuentra hoy en esta Sala, porque es uno de los pocos que han estado presentes cuando se ha debatido un proyecto relacionado con su cartera. ¡Qué bueno que esté ...'}, {'fecha': '2024-07-09', 'polo': 'positivo', 'text': 'voy a leer una parte del artículo 9 ter del proyecto, porque me llama poderosamente la atención. “Artículo 9 ter.- Las empresas de más de 100 trabajadores deberán dar preferencia en sus procesos de selección de personal a la contratación de personas de entre dieciocho y veintiocho años…”. Me detengo en el artículo. Si una persona de 28 años no tiene experiencia laboral, se debe a que no ha tenido la voluntad de buscar trabajo, porque, si bien ...'}, {'fecha': '2024-06-19', 'polo': 'positivo', 'text': '¡qué bonito proyecto, ah! Los dirigentes deben estar muy emocionados porque los parlamentarios van a aprobar mayoritariamente esta iniciativa, destinada a crear un permiso laboral para que los dirigentes de comités o cooperativas de servicios sanitarios rurales, de APR, puedan atender emergencias. Una vez más, lamento lo que está pasando en el Congreso Nacional, porque no sé si entienden lo que va a ocurrir. Los dirigentes que son funcionarios...'}]",0.638257,1.692045,0.478185,2.802703,1.110657,1.110657,Mas extremo/a en discurso que en votacion tematica,False,172,45
